Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Courtney's Catering,78729,01/13/2022,83,"13233 POND SPRINGS RD
AUSTIN, TX 78729
(30.44661, -97.77851)",10062095,Routine Inspection
Sam's Club #6453/Meat & Deli,78759,09/23/2021,96,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.39118, -97.74383)",2803920,Routine Inspection
Bill Miller's Bar-B-Q,78748,10/10/2022,83,"136 W SLAUGHTER LN
AUSTIN, TX 78748
(30.16751, -97.78999)",2802445,Routine Inspection
Midtown Live,78752,07/23/2022,93,"7408 CAMERON RD
AUSTIN, TX 78752
(30.32955, -97.6901)",10730352,Routine Inspection
Buca di Beppo,78759,11/24/2020,70,"3600 TUDOR BLVD
AUSTIN, TX 78759
(30.38402, -97.73701)",2801710,Routine Inspection
Lake Travis High School,78738,05/11/2022,100,"3322 S FM 620 RD
LAKEWAY, TX 78738
(30.32691, -97.96379)",2800680,Routine Inspection
Hunan Lion Restaurant,78704,07/13/2020,86,"4006 S LAMAR BLVD
AUSTIN, TX 78704
(30.23643, -97.79266)",10988489,Routine Inspection
Hamilton Market,78620,08/03/2020,86,"18901 HAMILTON POOL RD
DRIPPING SPRINGS, TX 78620
(30.28626, -98.06633)",10001726,Routine Inspection
MN - Bright Beginnings Learning Center,78653,10/27/2022,97,"101 E BOYCE ST
MANOR, TX 78653
(30.34191, -97.55724)",11821490,Routine Inspection
Saint Michael's Catholic Academy Dining Hall,78735,09/27/2022,99,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28797, -97.87454)",10648762,Routine Inspection
PF - Pflugerville Elementary School,78660,09/21/2022,99,"701 IMMANUEL RD
PFLUGERVILLE, TX 78660
(30.42822, -97.61331)",12392628,Routine Inspection
Star Papa,78737,11/22/2021,91,"11601 W US 290 HWY
AUSTIN, TX 78737
(30.21432, -97.96578)",11601205,Routine Inspection
Night Owl Bar,78757,04/19/2021,93,"8315 BURNET RD
AUSTIN, TX 78757
(30.36395, -97.72854)",11610472,Routine Inspection
Rogers Boyz Family BBQ Company,78723,06/02/2021,95,"5618 MANOR RD
AUSTIN, TX 78723
(30.30429, -97.68156)",12393366,Routine Inspection
Best Stop Food Market,78702,12/12/2022,71,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.26746, -97.69607)",2803494,Routine Inspection
Short Stop,78745,03/08/2022,93,"6920 MANCHACA RD
AUSTIN, TX 78745
(30.2024, -97.80783)",2801588,Routine Inspection
La Cocina Buena,78753,12/27/2021,98,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36657, -97.69506)",12185806,Routine Inspection
Canteen @ University of St. Augustine,78739,06/29/2022,99,"5401 LA CROSSE AVE
AUSTIN, TX 78739
(30.19132, -97.87714)",12396576,Routine Inspection
WL- Trinity Episcopal School of Austin,78746,04/01/2021,100,"3901 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.28144, -97.80858)",11402406,Routine Inspection
Howdy Donut,78730,11/23/2021,95,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.39538, -97.8467)",12096125,Routine Inspection
Burger King #3990,78750,06/17/2022,83,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.44825, -97.78987)",12186459,Routine Inspection
Courtyard Austin Arboretum,78759,07/21/2020,100,"9409 STONELAKE BLVD
AUSTIN, TX 78759
(30.38539, -97.74027)",12185913,Routine Inspection
Super 8 Motel,78751,06/23/2022,94,"5526 N IH
SVRD SB AUSTIN, TX 78751",2802207,Routine Inspection
PF - Baskin Robbins,78660,02/22/2022,96,"1552 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45262, -97.60396)",12395299,Routine Inspection
Bread Basket,78748,06/30/2021,92,"11410 MANCHACA RD
AUSTIN, TX 78748
(30.1542, -97.83374)",11595948,Routine Inspection
"Amy's Ice Creams, Inc",78729,01/21/2021,83,"13265 N US 183 HWY
AUSTIN, TX 78729
(30.44669, -97.7802)",11008921,Routine Inspection
Crazy Fruits,78744,10/27/2021,81,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.16034, -97.77718)",11102855,Routine Inspection
Circle K #2742103,78753,03/24/2021,99,"11139 N IH
AUSTIN, TX 78753",2803560,Routine Inspection
Flyrite Chicken Inc,78757,12/07/2020,80,"6539 BURNET RD
AUSTIN, TX 78757
(30.3409, -97.73885)",11644239,Routine Inspection
Wendy's W104,78745,09/16/2021,97,"4115 S CONGRESS AVE
AUSTIN, TX 78745
(30.22173, -97.76434)",11119286,Routine Inspection
McDonalds,78751,12/29/2021,94,"5516 N LAMAR BLVD
AUSTIN, TX 78751
(30.32364, -97.72834)",2801787,Routine Inspection
7-Eleven Convenience Store # 36599B,78750,08/30/2022,83,"11613 N FM 620 RD
AUSTIN, TX 78750
(30.45622, -97.82494)",12186372,Routine Inspection
Mooyah Burgers Fries Shakes,78717,04/27/2021,95,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",11508273,Routine Inspection
Nothing Bundt Cakes,78759,11/30/2022,94,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.39494, -97.74592)",12395475,Routine Inspection
Cabo Bob's Burritos,78757,11/18/2021,84,"7849 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.36033, -97.74035)",11858984,Routine Inspection
Jack Allens Kitchen - Anderson Lane,78757,03/09/2021,94,"3010 W ANDERSON LN
AUSTIN, TX 78757
(30.36049, -97.7397)",11739751,Routine Inspection
PF - Walgreens # 03159,78660,10/28/2021,100,"2021 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44533, -97.64745)",12392478,Routine Inspection
Wayside Schools,78744,05/16/2022,90,"6405 S IH
SVRD NB AUSTIN, TX 78744",10936961,Routine Inspection
Torchy's Tacos,78705,01/06/2022,89,"2801 GUADALUPE ST
AUSTIN, TX 78705
(30.29359, -97.74197)",10149497,Routine Inspection
WL- Trinity Episcopal School of Austin,78746,12/13/2022,100,"3901 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.28144, -97.80858)",11402406,Routine Inspection
Bamboo House Austin,78752,12/01/2022,74,"7010 EASY WIND DR
AUSTIN, TX 78752
(30.33932, -97.71861)",12393912,Routine Inspection
Howdy Donut,78730,06/22/2022,93,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.39538, -97.8467)",12096125,Routine Inspection
Jester Market,78750,03/30/2021,82,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.36958, -97.80005)",2801484,Routine Inspection
Minh's Cafe,78727,04/13/2020,94,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.42904, -97.75075)",10188500,Routine Inspection
Jack in the Box #912,78723,05/18/2021,97,"6540 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.30398, -97.66188)",10790632,Routine Inspection
Travis High School Child Development Center,78704,09/30/2021,99,"1314 E OLTORF ST
AUSTIN, TX 78704
(30.23429, -97.74305)",11309576,Routine Inspection
7 - Eleven Convenience Store #36600A,78753,07/21/2021,91,"1625 E PARMER LN
AUSTIN, TX 78753
(30.38672, -97.64922)",11424489,Routine Inspection
Johnny Carino's,78748,09/17/2021,85,"9500 S IH
AUSTIN, TX 78748",11792053,Routine Inspection
OOB - 7 Eleven # 36610A,78758,12/21/2020,89,"2616 W BRAKER LN
AUSTIN, TX 78758
(30.3917, -97.7211)",11126657,Routine Inspection
Stepping Stone Child Care,78757,12/18/2020,93,"1710 RICHCREEK RD
AUSTIN, TX 78757
(30.34712, -97.7272)",2800498,Routine Inspection
Arbor Cinema @ Great Hills,78759,04/27/2022,100,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.39447, -97.74832)",2802224,Routine Inspection
Tomodachi,78727,07/20/2021,77,"4101 W PARMER LN
AUSTIN, TX 78727
(30.42599, -97.71646)",2802895,Routine Inspection
Bento Picnic,78702,05/13/2020,100,"2600 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25384, -97.71525)",11712501,Routine Inspection
OOB - McDonald's,78750,10/01/2021,94,"12801 N FM 620 RD
AUSTIN, TX 78750
(30.46604, -97.80362)",2802294,Routine Inspection
Blazier Elementary School,78744,02/01/2022,99,"8601 VERTEX BLVD
AUSTIN, TX 78744
(30.15626, -97.75291)",10066455,Routine Inspection
Tic Tac Toe,78757,06/02/2020,94,"2003 W ANDERSON LN
AUSTIN, TX 78757
(30.35444, -97.72738)",2802065,Routine Inspection
Katuburto,78701,01/12/2023,78,"402 E 6TH ST
AUSTIN, TX 78701
(30.26702, -97.7391)",2802486,Routine Inspection
Nomadic Beerworks,78704,07/02/2020,97,"3804 WOODBURY DR
AUSTIN, TX 78704
(30.22429, -97.76056)",12185517,Routine Inspection
Fiesta Tortillas,78744,04/01/2020,92,"3800 PROMONTORY POINT DR
AUSTIN, TX 78744
(30.21003, -97.72811)",2803394,Routine Inspection
VFW Post 8925,78719,08/11/2021,94,"8706 FM 812 RD
AUSTIN, TX 78719
(30.16333, -97.69114)",2800651,Routine Inspection
Canteen@LCRA Montopolis,78744,05/26/2021,100,"3505 MONTOPOLIS DR
AUSTIN, TX 78744
(30.20773, -97.7146)",12392502,Routine Inspection
Whataburger #809,78748,05/27/2022,97,"3400 W SLAUGHTER LN
AUSTIN, TX 78748
(30.18256, -97.84763)",2802067,Routine Inspection
Terry's Seafood,78702,06/08/2021,83,"1805 S AIRPORT BLVD
AUSTIN, TX 78702
(30.28142, -97.70278)",11963565,Routine Inspection
Domino's Pizza Store #6609,78704,09/30/2020,99,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.25201, -97.7644)",10996570,Routine Inspection
Holiday Inn Express & Suites Austin NW-Four Points,78726,12/28/2022,92,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.42117, -97.84529)",11873946,Routine Inspection
Jade Restaurant,78746,07/09/2020,92,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.33645, -97.80536)",11663661,Routine Inspection
Hunan Bistro,78750,06/24/2021,88,"10700 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44747, -97.81076)",12135923,Routine Inspection
Costco #641/Cafe,78749,02/09/2022,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22193, -97.83846)",2803203,Routine Inspection
Barton Hills Market #1,78704,03/23/2021,90,"1220 BARTON HILLS DR
AUSTIN, TX 78704
(30.26171, -97.77509)",10400697,Routine Inspection
O' Henry Jr High,78703,12/10/2020,99,"2610 W 10TH ST
AUSTIN, TX 78703
(30.28508, -97.77445)",2800219,Routine Inspection
Lucy's Fried Chicken,78704,08/05/2020,67,"2218 COLLEGE AVE
AUSTIN, TX 78704
(30.24033, -97.75306)",10662269,Routine Inspection
Camino Real Restaurant,78759,05/24/2022,91,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.43341, -97.77177)",2800117,Routine Inspection
Phil's Ice House,78756,12/20/2022,81,"5620 BURNET RD
AUSTIN, TX 78756
(30.3321, -97.74034)",2802967,Routine Inspection
Bakery Lorraine,78758,04/20/2020,90,"11600 ROCK ROSE AVE
AUSTIN, TX 78758
(30.40178, -97.72252)",12032721,Routine Inspection
Whip In,78704,03/17/2020,95,"1950 S IH
AUSTIN, TX 78704",11687146,Routine Inspection
Westlake High School,78746,12/16/2022,100,"3800 WESTBANK DR
WEST LAKE HILLS, TX 78746",2801701,Routine Inspection
Colonial Gardens of Austin A-1,78727,11/17/2021,97,"3700 ADELPHI LN
AUSTIN, TX 78727
(30.42113, -97.71482)",11713509,Routine Inspection
Sugar Pine,78757,03/24/2020,95,"8578 RESEARCH BLVD
SB UNIT A AUSTIN, TX 78757
(30.36188, -97.7175)",12094407,Routine Inspection
"LW - Goddard School, The",78738,11/04/2020,98,"301 MEDICAL PKWY
LAKEWAY, TX 78738
(30.33107, -97.96961)",11407604,Routine Inspection
China's Family Restaurant,78705,03/16/2022,71,"1914 GUADALUPE ST
AUSTIN, TX 78705
(30.28274, -97.7424)",11809263,Routine Inspection
HEB Grocery -Retail & Meat/Seafood Market,78723,06/01/2020,94,"1801 E 51ST ST
AUSTIN, TX 78723
(30.30251, -97.69818)",10971971,Routine Inspection
Starbuck's Coffee  #6328,78756,06/22/2022,87,"4400 N LAMAR BLVD
AUSTIN, TX 78756
(30.31213, -97.73857)",2801294,Routine Inspection
HEB - Deli/Bakery/Produce - Brodie,78745,07/18/2022,98,"6900 BRODIE LN
AUSTIN, TX 78745
(30.2143, -97.83011)",2801405,Routine Inspection
Southern Heights Brewing,78721,04/24/2020,97,"6014 TECHNI CENTER DR
AUSTIN, TX 78721
(30.27665, -97.66923)",11727007,Routine Inspection
Home Slice Pizza,78751,03/31/2021,98,"501 E 53RD ST
AUSTIN, TX 78751
(30.31626, -97.71822)",11862857,Routine Inspection
Williams-Sonoma #6298,78756,09/15/2022,97,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.30776, -97.74127)",12393437,Routine Inspection
Hold Out Brewing,78703,01/12/2021,83,"1208 1 2 W 4TH ST
AUSTIN, TX 78703
(30.27119, -97.75908)",11851871,Routine Inspection
Sunrise Market,78723,06/26/2020,87,"6303 CAMERON RD
AUSTIN, TX 78723
(30.32042, -97.69616)",11987780,Routine Inspection
Tortilleria Rio Grande,78753,03/17/2022,79,"900 E BRAKER LN
AUSTIN, TX 78753
(30.376, -97.67363)",10239712,Routine Inspection
Phonatic,78757,11/03/2021,79,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.35693, -97.73259)",12393268,Routine Inspection
"Cosmic Coffee + Beer Garden, LLC",78704,06/08/2021,86,"121 PICKLE RD
AUSTIN, TX 78704
(30.22717, -97.76284)",11804611,Routine Inspection
Jason's Deli,78757,02/18/2022,96,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.35771, -97.73197)",12149603,Routine Inspection
Little Woodrow's,78701,05/29/2020,96,"520 W 6TH ST
AUSTIN, TX 78701
(30.26955, -97.74818)",11572730,Routine Inspection
Soho House Austin - Second Floor Bar,78704,11/22/2022,99,"1011 S CONGRESS AVE
AUSTIN, TX 78704
(30.25362, -97.7482)",12395030,Routine Inspection
McDonald's # 12430,78731,02/09/2023,92,"5762 N MOPAC EXPY
AUSTIN, TX 78731
(30.33844, -97.75575)",12045842,Routine Inspection
Russell's Bakery and Coffee Bar,78731,01/03/2022,94,"3339 HANCOCK DR
AUSTIN, TX 78731
(30.33291, -97.7601)",11643596,Routine Inspection
Seton Shoal Creek,78731,05/17/2022,99,"3501 MILLS AVE
AUSTIN, TX 78731
(30.3061, -97.74869)",2801106,Routine Inspection
"Riverbend Club, LLC - Swim Park",78669,02/09/2022,100,"2208 SEABISCUIT CV
LAGO VISTA, TX 78669
(30.40933, -97.99252)",12394753,Routine Inspection
"Chicken Bowl, The",78701,04/18/2022,84,"1610 LAVACA ST
AUSTIN, TX 78701
(30.27888, -97.74146)",2800905,Routine Inspection
Speedy Express,78653,01/19/2022,87,"12836 E US 290 HWY WB MANOR
TX 78653
(30.35023, -97.52473)",10479775,Routine Inspection
Tex-Mex Joes,78757,01/23/2023,76,"7600 N LAMAR BLVD
SB UNIT F AUSTIN, TX 78757
(30.34455, -97.71472)",11082636,Routine Inspection
Taqueria Arandinas,78741,02/28/2022,75,"2100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24023, -97.72637)",2801526,Routine Inspection
Chicken Express,78726,04/20/2022,95,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.42117, -97.84529)",10897806,Routine Inspection
Sonic,78728,01/20/2021,92,"1637 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43924, -97.67091)",2801491,Routine Inspection
7-Eleven Convenience Store #36680A,78722,05/28/2020,89,"3848 AIRPORT BLVD
AUSTIN, TX 78722
(30.28936, -97.70737)",11519680,Routine Inspection
"Wonky Blends, Kitchen #6",78748,08/18/2022,100,"630 RALPH ABLANEDO DR
AUSTIN, TX 78748
(30.17416, -97.79688)",12397048,Routine Inspection
Whole Foods - Kikka,78703,06/01/2022,99,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2707, -97.7537)",2802657,Routine Inspection
Whole Foods - Seafood,78703,04/06/2020,100,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2707, -97.7537)",2803046,Routine Inspection
Zoe's Safe Place,78751,07/23/2021,83,"4606 CONNELLY ST
AUSTIN, TX 78751
(30.3048, -97.7145)",12392332,Routine Inspection
East Side Market,78702,07/12/2021,84,"1208 E 11TH ST
AUSTIN, TX 78702
(30.26864, -97.7271)",10668551,Routine Inspection
Bread Basket,78745,10/15/2020,89,"8801 WEST GATE BLVD
AUSTIN, TX 78745
(30.19126, -97.83264)",10874948,Routine Inspection
Short Stop #2,78759,08/11/2021,93,"12784 N US 183 HWY
AUSTIN, TX 78759
(30.43357, -97.76909)",2800935,Routine Inspection
Schlotzsky's,78757,11/16/2022,97,"2545 W ANDERSON LN
AUSTIN, TX 78757
(30.35765, -97.73414)",11823591,Routine Inspection
Picky's Pantry,78746,09/19/2022,89,"6806 FM 2244 RD
AUSTIN, TX 78746
(30.29974, -97.83822)",2803715,Routine Inspection
JD's Super Mart #7,78724,01/25/2021,87,"6506 DECKER LN
AUSTIN, TX 78724
(30.28985, -97.62918)",11472204,Follow-Up Inspection
Jimmy John's #1008,78745,05/10/2021,94,"610 E STASSNEY LN
AUSTIN, TX 78745
(30.20134, -97.76959)",10621495,Routine Inspection
Star Stop 75,78723,10/25/2021,85,"5801 N IH
AUSTIN, TX 78723",11027894,Routine Inspection
SV - Austin Custom Winery,78745,02/10/2022,99,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23132, -97.81844)",11089004,Routine Inspection
"Heartwood Recovery, LLC",78749,02/07/2023,98,"6404 RIDGE OAK RD
AUSTIN, TX 78749
(30.23247, -97.85729)",12397060,Routine Inspection
Uchi,78704,08/03/2022,97,"801 S LAMAR BLVD
AUSTIN, TX 78704
(30.2577, -97.75999)",2801891,Routine Inspection
Bee Cave BBQ,78733,09/08/2022,95,"8414 FM 2244 RD
AUSTIN, TX 78733
(30.31479, -97.85599)",11801114,Routine Inspection
Kikka at Whole Foods Domain,78758,07/07/2022,94,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40595, -97.71968)",11057565,Routine Inspection
Austin Diner,78756,02/15/2023,82,"5222 BURNET RD
AUSTIN, TX 78756
(30.3243, -97.73995)",10747216,Follow-Up Inspection
Subway #43067,78758,07/14/2021,90,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.39281, -97.70688)",10091620,Routine Inspection
Kwick In,78702,10/20/2022,84,"1149 AIRPORT BLVD
AUSTIN, TX 78702
(30.27335, -97.69736)",10748818,Follow-Up Inspection
County Line on the Lake,78731,09/28/2022,87,"5204 FM 2222 RD
AUSTIN, TX 78731
(30.35675, -97.78418)",2800070,Routine Inspection
Thundercloud Subs,78701,03/17/2020,87,"1608 LAVACA ST
AUSTIN, TX 78701
(30.2789, -97.74145)",2800607,Routine Inspection
Donut Taco Palace I,78735,07/06/2022,95,"5446 W US 290 HWY
AUSTIN, TX 78735
(30.23708, -97.84078)",10628960,Routine Inspection
WL - Belmont Village West Lake Hills,78746,06/28/2022,90,"4310 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.28616, -97.81275)",11112559,Routine Inspection
Rita's Mexican Restaurant,78758,03/24/2020,88,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.37964, -97.71247)",2800557,Routine Inspection
Eurest,78759,02/08/2022,97,"11500 N MOPAC EXPY
AUSTIN, TX 78759
(30.40535, -97.7259)",11731662,Routine Inspection
Pinthouse Pizza,78704,05/31/2022,95,"4236 S LAMAR BLVD
AUSTIN, TX 78704
(30.23602, -97.79563)",11420194,Routine Inspection
PF - Pflugerville Health Care Center,78660,10/21/2020,100,"521 S HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.44322, -97.64271)",12392879,Routine Inspection
PF - HEB Food Store #479 (Meat & Seafood),78660,09/15/2021,98,"201 N FM
PFLUGERVILLE, TX 78660",12392421,Routine Inspection
Austin's Pizza,78731,08/11/2021,96,"3435 GREYSTONE DR
AUSTIN, TX 78731
(30.35755, -97.74831)",12394084,Routine Inspection
Happy Kids Day Care,78723,02/02/2021,78,"5709 MANOR RD
AUSTIN, TX 78723
(30.30487, -97.68105)",10458107,Routine Inspection
Dos Batos,78757,03/09/2022,85,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.35693, -97.73259)",12091100,Routine Inspection
"Tokyo Gardens Catering, LLC",78758,06/08/2021,96,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.41825, -97.7044)",10743910,Routine Inspection
Gibson Bar,78704,06/24/2021,97,"1109 S LAMAR BLVD
AUSTIN, TX 78704
(30.2554, -97.76189)",10367660,Routine Inspection
Plaza Colombian Coffee,78704,06/22/2020,100,"3842 S CONGRESS AVE
AUSTIN, TX 78704
(30.22447, -97.76302)",12099616,Routine Inspection
China Kitchen,78723,04/27/2021,79,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.31268, -97.66279)",2800893,Follow-Up Inspection
Poke Bay,78705,01/19/2021,81,"2001 GUADALUPE ST
AUSTIN, TX 78705
(30.28288, -97.74201)",11781922,Routine Inspection
Moonies Burger House,78750,10/26/2022,84,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.44825, -97.78987)",11095956,Routine Inspection
Teapioca Lounge,78727,12/22/2020,98,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41289, -97.68886)",10530160,Routine Inspection
WL - Tokyo Gardens Sushi Bar,78746,04/23/2020,100,"701 S CAPITAL OF TEXAS HWY NB UNIT C-300 WEST LAKE HILLS
TX 78746
(30.29214, -97.82818)",10135293,Routine Inspection
Oseyo Restaurant,78702,04/01/2021,86,"1628 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2581, -97.72742)",12156023,Routine Inspection
Step In Grocery,78752,05/06/2020,91,"7309 CAMERON RD
AUSTIN, TX 78752
(30.32837, -97.69043)",2803597,Routine Inspection
Canopy Austin Hotel & Verbena Restaurant,78701,01/13/2022,77,"604 W 6TH ST
AUSTIN, TX 78701
(30.27023, -97.74866)",12393043,Routine Inspection
MLK Express,78721,06/17/2020,96,"4509 E MLK BLVD
AUSTIN, TX 78721
(30.28559, -97.68427)",12185617,Routine Inspection
PF - HEB Food Store #479 (Meat & Seafood),78660,12/15/2020,96,"201 N FM
PFLUGERVILLE, TX 78660",12392421,Routine Inspection
Chili's Grill & Bar #1423,78748,10/11/2022,81,"9900 S IH
AUSTIN, TX 78748",10026046,Routine Inspection
Randall's #2481 (Perishable),78703,10/20/2021,98,"1500 W 35TH ST
AUSTIN, TX 78703
(30.30594, -97.74926)",2800917,Routine Inspection
Zilker Elementary School,78704,04/29/2021,100,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.25262, -97.77347)",2800280,Routine Inspection
Family Grocery,78660,05/25/2021,92,"618 FM 685 RD
PFLUGERVILLE, TX 78660
(30.44229, -97.61024)",12392573,Routine Inspection
Jefes Mexican Restaurant,78752,09/21/2022,75,"720 LAMAR PL
AUSTIN, TX 78752
(30.33144, -97.72246)",2801931,Routine Inspection
Two Spoons,78735,02/10/2022,98,"7212 W SH
AUSTIN, TX 78735",11825080,Routine Inspection
Ranch 616,78701,12/15/2022,88,"616 NUECES ST
AUSTIN, TX 78701
(30.27039, -97.74816)",2801490,Routine Inspection
Whole Foods Market - Prepared Foods,78758,01/03/2023,90,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40595, -97.71968)",11055550,Routine Inspection
Perla's Seafood & Oyster Bar,78704,05/19/2020,87,"1400 S CONGRESS AVE
AUSTIN, TX 78704
(30.24968, -97.74967)",10256583,Routine Inspection
Burger King #2171,78745,05/25/2021,95,"1001 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.21662, -97.75485)",12186458,Routine Inspection
Austin's Pizza,78704,08/20/2020,89,"1817 S LAMAR BLVD
AUSTIN, TX 78704
(30.24962, -97.76655)",12186211,Routine Inspection
Crown & Anchor Pub,78705,07/02/2020,96,"2911 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.29248, -97.73593)",2800415,Routine Inspection
Tam Deli Cafe,78753,12/02/2020,78,"8222 N LAMAR BLVD
AUSTIN, TX 78753
(30.35186, -97.70973)",11536443,Routine Inspection
Sunrise Mini Mart,78758,08/30/2022,84,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.36968, -97.7153)",2803811,Routine Inspection
YaYa Cafe,78705,07/12/2022,91,"3706 GUADALUPE ST
AUSTIN, TX 78705
(30.30242, -97.73866)",10609592,Routine Inspection
Amaya's Taco Village,78748,07/27/2022,93,"9900 S IH
AUSTIN, TX 78748",11116227,Routine Inspection
Barrett's Coffee,78752,11/10/2020,96,"713 W ST JOHNS AVE
AUSTIN, TX 78752
(30.33917, -97.71738)",11685371,Routine Inspection
Avid Hotel @ Tech Ridge,78753,12/28/2022,92,"12413 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.3989, -97.66752)",12394392,Routine Inspection
Snarf's,78704,09/27/2021,97,"1400 S 1ST ST
AUSTIN, TX 78704
(30.25045, -97.75477)",11585192,Routine Inspection
Thunderbird Coffee-Manor,78722,11/30/2022,91,"2200 MANOR RD
AUSTIN, TX 78722
(30.28427, -97.71929)",10322047,Routine Inspection
